iter	RMSE
390	0.4007146073
391	0.4005820411
392	0.4003813421
393	0.4002645227
394	0.4001171166
395	0.3999293932
396	0.3997818712
397	0.3996983368
398	0.3995775504
399	0.3994760813
400	0.3993992363
401	0.3993100387
402	0.3991627014
403	0.3990579214
404	0.3989675916
405	0.3988979641
406	0.3987542734
407	0.3986632792
408	0.3985527091
409	0.3984314399
410	0.398335097
411	0.398229619
412	0.3981560489
413	0.3980430847
414	0.3979646861
415	0.3978534428
416	0.3977247444
417	0.3976311814
418	0.3974852701
419	0.3973979847
420	0.3972683022
421	0.397171265
422	0.3970508489
423	0.3969704597
424	0.3968825475
425	0.3967703849
426	0.3966254384
427	0.3965244139
428	0.3964417578
429	0.3963372509
430	0.3962037054
431	0.3961031441
432	0.3960259307
433	0.3959143334
434	0.3958386347
435	0.3957596496
436	0.3956687783
437	0.3955585201
438	0.395416985
439	0.3952538049
440	0.3951777072
441	0.3951147751
442	0.3950363582
443	0.3949436589
444	0.3948372759
445	0.3947655367
446	0.3946867918
447	0.3945617924
448	0.3944887444
449	0.3944092516
450	0.3943043809
451	0.3942370436
452	0.3940693687
453	0.39400499
454	0.3938987379
455	0.3937820871
456	0.3937096186
457	0.3936331224
458	0.3935715509
459	0.3934739256
460	0.3933696059
461	0.3932994736
462	0.3932229367
463	0.393150189
464	0.3930198215
465	0.3929293425
466	0.3927508863
467	0.392632204
468	0.3925209397
469	0.3924485189
470	0.3923848743
471	0.3923254423
472	0.3922391141
473	0.3921156206
474	0.3920313197
475	0.3918961899
476	0.3918264767
477	0.3917221631
478	0.3915931461
479	0.3915326903
480	0.3914252598
481	0.3913631025
482	0.3912282989
483	0.3911452335
484	0.3910627852
485	0.3909834354
486	0.390892036
487	0.3908233627
488	0.3907211351
489	0.3905759461
490	0.3905092804
491	0.3903671851
492	0.3903051993
493	0.3902126987
494	0.390134578
495	0.3900383171
496	0.3899225752
497	0.3898481235
498	0.3897902762
499	0.3896969212
500	0.389609482
501	0.3895137821
502	0.3894014156
503	0.3893342076
504	0.3892331128
505	0.3891237623
506	0.3889824381
507	0.3888625382
508	0.3887606525
509	0.3886403188
510	0.3885903514
511	0.3884892317
512	0.3884291679
513	0.3883724711
514	0.388300421
515	0.3882541432
516	0.3881810876
517	0.3881309885
518	0.3880053929
519	0.3879165957
520	0.3878686295
521	0.3878063242
522	0.3876875971
523	0.3876242407
524	0.3875553707
525	0.387429869
526	0.3873669055
527	0.3873094647
528	0.3872302206
529	0.3871557794
530	0.3870957163
531	0.386998969
532	0.3869355265
533	0.3868467208
534	0.3867967798
535	0.3866746018
536	0.3865831734
537	0.3865197961
538	0.3864612973
539	0.3864060119
540	0.3863356966
541	0.386241703
542	0.3861144487
543	0.3860350102
544	0.3859836474
545	0.3859350416
546	0.3858175991
547	0.3857700368
548	0.3857164661
549	0.3855905314
550	0.3855040589
551	0.3854157397
552	0.385286945
553	0.3852081872
554	0.3851641823
555	0.385123361
556	0.3850529454
557	0.3849951343
558	0.3849395272
559	0.3848600493
560	0.3848161498
561	0.384675565
562	0.3846195241
563	0.3845566562
564	0.3844718925
565	0.3843954076
566	0.3843167628
567	0.3842128018
568	0.384165158
569	0.3841048667
570	0.3839941838
571	0.3839334133
572	0.3838223456
573	0.3837495323
574	0.383692413
575	0.3836295904
576	0.3835039032
577	0.3834210804
578	0.3833436231
579	0.3832765352
580	0.3832113028
581	0.3831396867
582	0.3830282429
583	0.3829834081
584	0.3828530106
585	0.3827964276
586	0.3827119024
587	0.3826340587
588	0.3825447491
589	0.3824884883
590	0.3824424685
591	0.3823985392
592	0.3823511053
593	0.3822712601
594	0.382209843
595	0.3821487468
596	0.3821010507
597	0.3820210526
598	0.3819752203
599	0.3819119388
600	0.3818692354
601	0.3818231265
602	0.3817757821
603	0.3817293929
604	0.381667384
605	0.381618148
606	0.3815703535
607	0.3815257673
608	0.3814873993
609	0.3813878995
610	0.3813236348
611	0.381228275
612	0.3811848401
613	0.3810763726
614	0.3809820713
615	0.3809213024
616	0.3808734056
617	0.3808180922
618	0.3807548747
619	0.3806500445
620	0.3806038134
621	0.3805590311
622	0.3804772605
623	0.3803689575
624	0.3802880465
625	0.3802450705
626	0.3801873634
627	0.3801309188
628	0.3800512413
629	0.3799995856
630	0.3799243926
631	0.3798609938
632	0.3797861335
633	0.3797287643
634	0.3796554745
635	0.3795661722
636	0.3794594144
637	0.3793681745
638	0.3792430116
639	0.3791349722
640	0.3790844348
641	0.3790181318
642	0.3789603964
643	0.3789233592
644	0.3788780424
645	0.3788354129
646	0.3787948367
647	0.3787080306
648	0.3786417765
649	0.3786013945
650	0.378554253
651	0.3785068824
652	0.3784530233
653	0.378353855
654	0.3783153101
655	0.3782226504
656	0.3781889009
657	0.3781058658
658	0.3780463865
659	0.3779452721
660	0.3778822771
661	0.3778084068
662	0.3777692012
663	0.3777000329
664	0.3776174254
665	0.3775812725
666	0.3775174284
667	0.377476453
668	0.377438112
669	0.3773826088
670	0.3773262108
671	0.3772868485
672	0.3772512889
673	0.3772034947
674	0.3771306258
675	0.3770736507
676	0.3769852089
677	0.3769244313
678	0.3768725095
679	0.3767765303
680	0.3767018635
681	0.3766334774
682	0.3765315666
683	0.376467298
684	0.3764359899
685	0.3763534107
686	0.3763188122
687	0.376250116
688	0.3762063791
689	0.3761384793
690	0.376056546
691	0.376011463
692	0.3759660257
693	0.3759248233
694	0.3758741419
695	0.3758220928
696	0.3757556279
697	0.3757153843
698	0.3756491502
699	0.3756040028
700	0.3755615426
701	0.3754922163
702	0.3754512166
703	0.3754174972
704	0.3753300661
705	0.3752834283
706	0.3752000441
707	0.375163461
708	0.3751215616
709	0.3750427825
710	0.3749926003
711	0.3749529597
712	0.3749010401
713	0.3748572064
714	0.3747575512
715	0.3747221419
716	0.3746760505
717	0.3745833775
718	0.3745366909
719	0.3744739043
720	0.3744148727
721	0.3743111242
722	0.3742316425
723	0.3741496014
724	0.3740867769
725	0.3740217573
726	0.3739865437
727	0.3739155552
728	0.3738496351
729	0.373805397
730	0.3737576875
731	0.373699756
732	0.373608265
733	0.373572404
734	0.3735203896
735	0.373468938
736	0.3734218978
737	0.3733835075
738	0.3733098594
739	0.373274515
740	0.3732404775
741	0.3731980295
742	0.3731442241
743	0.3730984072
744	0.3730595794
745	0.3729894429
746	0.3729531618
747	0.3729145071
748	0.3728696628
749	0.372841984
750	0.3728164294
751	0.3727671053
752	0.3727172428
753	0.372664285
754	0.3726061234
755	0.3725717569
756	0.3725249921
757	0.3724400584
758	0.3723946625
759	0.3723146374
760	0.3722653785
761	0.3722360866
762	0.3721899025
763	0.3721284956
764	0.3720900166
765	0.3720435978
766	0.3719872201
767	0.371940449
768	0.371891421
769	0.3718648163
770	0.3718224877
771	0.3717580915
772	0.3717260282
773	0.3716528419
774	0.3716122701
775	0.3715700002
776	0.3715438085
777	0.3714648854
778	0.3714323558
779	0.3713915552
780	0.3713435302
781	0.3712991101
782	0.3712527308
783	0.3712229692
784	0.3711898737
785	0.3711514195
786	0.3711012118
787	0.3710294158
788	0.3709927634
789	0.3709363385
790	0.3709113237
791	0.3708513065
792	0.3708229148
793	0.3707902467
794	0.3707104458
795	0.3706722386
796	0.3705902514
797	0.3705355246
798	0.3705022569
799	0.3704502373
800	0.3704140191
801	0.370374902
802	0.3703294202
803	0.3702709915
804	0.370157739
805	0.3700929649
806	0.3700402786
807	0.3700034122
808	0.3699584228
809	0.3699148327
810	0.3698695437
811	0.3698346146
812	0.369760149
813	0.3697217847
814	0.3696868484
815	0.3696365271
816	0.3695530224
817	0.3695241638
818	0.3694843182
819	0.3694343776
820	0.3694039349
821	0.3693763808
822	0.3693475664
823	0.3692968554
824	0.3692308819
825	0.3691683612
826	0.369117487
827	0.3690837372
828	0.3690482732
829	0.3690081554
830	0.3689337319
831	0.3688881421
832	0.3688331084
833	0.3687393916
834	0.3687040599
835	0.3686341779
836	0.3685930349
837	0.3685551866
838	0.3685124427
839	0.3684808337
840	0.3684395027
841	0.3683736661
842	0.3683413396
843	0.3682959452
844	0.368222864
845	0.3681666848
846	0.3681278588
847	0.3680410323
848	0.3679698647
849	0.3679236563
850	0.3678753865
851	0.3678388589
852	0.3678051251
853	0.3677667068
854	0.3677371194
855	0.3676852721
856	0.3676320846
857	0.3675882077
858	0.3675357078
859	0.3674923598
860	0.3674471071
861	0.3674183564
862	0.3673788817
863	0.3673506521
864	0.3673218229
865	0.3672947932
866	0.3672562173
867	0.3672274247
868	0.3671940546
869	0.3671486376
870	0.3670662806
871	0.3670007388
872	0.3669167081
873	0.3668593037
874	0.3668118846
875	0.3667667602
876	0.3667309181
877	0.3666393093
878	0.36657629
879	0.3665403316
880	0.366493974
881	0.3664028578
882	0.366365564
883	0.3663346226
884	0.3662954187
885	0.3662579687
886	0.36623025
887	0.3661754555
888	0.3661220038
889	0.3660757401
890	0.3659882237
891	0.3659628705
892	0.3659044716
893	0.365829564
894	0.3657748634
895	0.3657225353
896	0.3656798503
897	0.365626987
898	0.3655819899
899	0.3655336741
900	0.3654889438
901	0.3654292376
902	0.365378961
903	0.3653394175
904	0.365303453
905	0.3652729457
906	0.3652197723
907	0.3651921929
908	0.365161858
909	0.3651355793
910	0.3651049218
911	0.3650590042
912	0.3650007463
913	0.3649343032
914	0.3649057002
915	0.3648688947
916	0.3648428451
917	0.3648200491
918	0.3647648613
919	0.3646933613
920	0.3646128193
921	0.3645519648
922	0.3645046058
923	0.364451076
924	0.36442816
925	0.3643945928
926	0.3643620993
927	0.3643223162
928	0.3642980333
929	0.364209915
930	0.3641808603
931	0.3641391547
932	0.3641011744
933	0.3640715577
934	0.3640348387
935	0.3640068882
936	0.3639684043
937	0.3639370177
938	0.3638793312
939	0.3638377348
940	0.3637966
941	0.3637435131
942	0.3636955527
943	0.3636660732
944	0.3635986468
945	0.3635260862
946	0.3634736986
947	0.3634471819
948	0.363376057
949	0.3633286911
950	0.3632929503
951	0.3632083891
952	0.3631716003
953	0.3631119499
954	0.3630729979
955	0.3630381904
956	0.3630066327
957	0.3629647491
958	0.3629157026
959	0.3628598407
960	0.3628134655
961	0.3627871285
962	0.3627532471
963	0.3627293724
964	0.3626859212
965	0.3626610921
966	0.3626325036
967	0.3625532867
968	0.3625018504
969	0.362453342
970	0.36242127
971	0.3623846754
972	0.3623423378
973	0.3622821772
974	0.3622414829
975	0.3622098541
976	0.3621865343
977	0.3621416168
978	0.3621137404
979	0.3620848707
980	0.3620443899
981	0.3619992492
982	0.3619566465
983	0.3619168889
984	0.3618764866
985	0.3618552823
986	0.3618191901
987	0.3617691431
988	0.3617167189
989	0.3616854108
990	0.3616185374
991	0.3615407775
992	0.3614796961
993	0.3614523732
994	0.3613851236
995	0.3613093173
996	0.361238487
997	0.3611938719
998	0.3611633682
999	0.3611262944
